APM1,6, 0.0, 0.0
APM1,12, 0.0, 0.0
APM1,18, 0.0, 0.0
APM1,24, 0.0, 0.0
APM1,30, 0.0, 0.0
APM1,36, 0.0, 0.0
APM1,42, 0.0, 0.0
APM1,47, 0.0, 0.0
APM1,52, 0.0, 0.0
APM1,58, 0.0, 0.0
APM1,63, 0.0, 0.0
APM1,68, 0.0, 0.0
APM1,74, 0.0, 0.0
APM1,79, 0.0, 0.0
APM1,84, 0.0, 0.0
APM1,90, 0.0, 0.0
APM1,95, 0.0, 0.0
APM1,100, 0.0, 0.0
APM1,105, 0.0, 0.0
APM1,110, 0.0, 0.0
APM1,116, 0.0, 0.0
APM1,121, 0.0, 0.0
APM1,127, 0.0, 0.0
APM1,133, 0.0, 0.0
APM1,139, 0.0, 0.0
APM1,145, 0.0, 0.0
APM1,151, 0.0, 0.0
APM1,156, 0.0, 0.0
APM1,161, 0.0, 0.0
APM1,166, 0.0, 0.0
APM1,171, 0.0, 0.0
APM1,177, 0.0, 0.0
APM1,182, 0.0, 0.0
APM1,187, 0.0, 0.0
APM1,192, 0.0, 0.0
APM1,197, 0.0, 0.0
APM1,203, 0.0, 0.0
APM1,208, 0.0, 0.0
APM1,213, 0.0, 0.0
APM1,218, 0.0, 0.0
APM1,223, 0.0, 0.0
APM1,229, 0.0, 0.0
APM1,235, 0.0, 0.0
APM1,241, 0.0, 0.0
APM1,247, 0.0, 0.0
APM1,253, 0.0, 0.0
APM1,259, 0.0, 0.0
APM1,265, 0.0, 0.0
APM1,270, 0.0, 0.0
APM1,275, 0.0, 0.0
APM1,281, 0.0, 0.0
APM1,286, 0.0, 0.0
APM1,291, 0.0, 0.0
APM1,296, 0.0, 0.0
APM1,301, 0.0, 0.0
APM1,307, 0.0, 0.0
APM1,312, 0.0, 0.0
APM1,317, 0.0, 0.0
APM1,322, 0.0, 0.0
APM1,327, 0.0, 0.0
APM1,333, 0.0, 0.0
APM1,338, 0.0, 0.0
APM1,343, 0.0, 0.0
APM1,348, 0.0, 0.0
APM1,354, 0.0, 0.0
APM1,360, 0.0, 0.0
APM1,365, 0.0, 0.0
APM1,371, 0.0, 0.0
APM1,377, 0.0, 0.0
APM1,383, 0.0, 0.0
APM1,389, 0.0, 0.0
APM1,395, 0.0, 0.0
APM1,400, 0.0, 0.0
APM1,405, 0.0, 0.0
APM1,410, 0.0, 0.0
APM1,415, 0.0, 0.0
APM1,420, 0.0, 0.0
APM1,426, 0.0, 0.0
APM1,431, 0.0, 0.0
APM1,436, 0.0, 0.0
APM1,441, 0.0, 0.0
APM1,446, 0.0, 0.0
APM1,452, 0.0, 0.0
APM1,457, 0.0, 0.0
APM1,463, 0.0, 0.0
APM1,469, 0.0, 0.0
APM1,475, 0.0, 0.0
APM1,480, 0.0, 0.0
APM1,486, 0.0, 0.0
APM1,492, 0.0, 0.0
APM1,498, 0.0, 0.0
APM1,504, 0.0, 0.0
APM1,509, 0.0, 0.0
APM1,514, 0.0, 0.0
APM1,519, 0.0, 0.0
APM1,524, 0.0, 0.0
APM1,530, 0.0, 0.0
APM1,535, 0.0, 0.0
APM1,540, 0.0, 0.0
APM1,545, 0.0, 0.0
APM1,550, 0.0, 0.0
APM1,555, 0.0, 0.0
APM1,561, 0.0, 0.0
APM1,566, 0.0, 0.0
APM1,571, 0.0, 0.0
APM1,576, 0.0, 0.0
APM1,582, 0.0, 0.0
APM1,587, 0.0, 0.0
APM1,593, 0.0, 0.0
APM1,599, 0.0, 0.0
APM1,605, 0.0, 0.0
APM1,611, 0.0, 0.0
APM1,616, 0.0, 0.0
APM1,621, 0.0, 0.0
APM1,626, 0.0, 0.0
APM1,631, 0.0, 0.0
APM1,637, 0.0, 0.0
APM1,642, 0.0, 0.0
APM1,647, 0.0, 0.0
APM1,652, 0.0, 0.0
APM1,657, 0.0, 0.0
APM1,663, 0.0, 0.0
APM1,668, 0.0, 0.0
APM1,673, 0.0, 0.0
APM1,678, 0.0, 0.0
APM1,683, 0.0, 0.0
APM1,689, 0.0, 0.0
APM1,694, 0.0, 0.0
APM1,699, 0.0, 0.0
APM1,704, 0.0, 0.0
APM1,710, 0.0, 0.0
APM1,716, 0.0, 0.0
APM1,721, 0.0, 0.0
APM1,727, 0.0, 0.0
APM1,732, 0.0, 0.0
